@relation InstanceResultListener

@attribute Key_Dataset {pacman,'pacman-weka.filters.unsupervised.attribute.Remove-R1-2,16-17',pacman-weka.filters.unsupervised.attribute.Remove-R3-15}
@attribute Key_Run {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Fold {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Scheme {weka.classifiers.trees.J48,weka.classifiers.lazy.IBk,weka.classifiers.rules.PART,weka.classifiers.rules.ZeroR,weka.classifiers.bayes.NaiveBayes}
@attribute Key_Scheme_options {'-C 0.25 -M 2','-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"','-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"','-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"','-M 2 -C 0.25 -Q 1',''}
@attribute Key_Scheme_version_ID {-217733168393644444,-3080186098777067172,8121455039782598361,48055541465867954,5995231201785697655}
@attribute Date_time numeric
@attribute Number_of_training_instances numeric
@attribute Number_of_testing_instances numeric
@attribute Number_correct numeric
@attribute Number_incorrect numeric
@attribute Number_unclassified numeric
@attribute Percent_correct numeric
@attribute Percent_incorrect numeric
@attribute Percent_unclassified numeric
@attribute Kappa_statistic numeric
@attribute Mean_absolute_error numeric
@attribute Root_mean_squared_error numeric
@attribute Relative_absolute_error numeric
@attribute Root_relative_squared_error numeric
@attribute SF_prior_entropy numeric
@attribute SF_scheme_entropy numeric
@attribute SF_entropy_gain numeric
@attribute SF_mean_prior_entropy numeric
@attribute SF_mean_scheme_entropy numeric
@attribute SF_mean_entropy_gain numeric
@attribute KB_information numeric
@attribute KB_mean_information numeric
@attribute KB_relative_information numeric
@attribute True_positive_rate numeric
@attribute Num_true_positives numeric
@attribute False_positive_rate numeric
@attribute Num_false_positives numeric
@attribute True_negative_rate numeric
@attribute Num_true_negatives numeric
@attribute False_negative_rate numeric
@attribute Num_false_negatives numeric
@attribute IR_precision numeric
@attribute IR_recall numeric
@attribute F_measure numeric
@attribute Matthews_correlation numeric
@attribute Area_under_ROC numeric
@attribute Area_under_PRC numeric
@attribute Weighted_avg_true_positive_rate numeric
@attribute Weighted_avg_false_positive_rate numeric
@attribute Weighted_avg_true_negative_rate numeric
@attribute Weighted_avg_false_negative_rate numeric
@attribute Weighted_avg_IR_precision numeric
@attribute Weighted_avg_IR_recall numeric
@attribute Weighted_avg_F_measure numeric
@attribute Weighted_avg_matthews_correlation numeric
@attribute Weighted_avg_area_under_ROC numeric
@attribute Weighted_avg_area_under_PRC numeric
@attribute Unweighted_macro_avg_F_measure numeric
@attribute Unweighted_micro_avg_F_measure numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 90\nSize of the tree: 179\n','Number of leaves: 97\nSize of the tree: 193\n','Number of leaves: 102\nSize of the tree: 203\n','Number of leaves: 104\nSize of the tree: 207\n','Number of leaves: 108\nSize of the tree: 215\n','Number of leaves: 98\nSize of the tree: 195\n','Number of leaves: 107\nSize of the tree: 213\n','Number of leaves: 101\nSize of the tree: 201\n','Number of leaves: 105\nSize of the tree: 209\n','Number of leaves: 99\nSize of the tree: 197\n','Number of leaves: 96\nSize of the tree: 191\n','Number of leaves: 109\nSize of the tree: 217\n','Number of leaves: 94\nSize of the tree: 187\n','Number of leaves: 89\nSize of the tree: 177\n','Number of leaves: 106\nSize of the tree: 211\n','Number of leaves: 100\nSize of the tree: 199\n','Number of leaves: 93\nSize of the tree: 185\n','Number of leaves: 103\nSize of the tree: 205\n','Number of leaves: 95\nSize of the tree: 189\n','Number of leaves: 92\nSize of the tree: 183\n','Number of leaves: 110\nSize of the tree: 219\n','Number of leaves: 114\nSize of the tree: 227\n','Number of leaves: 120\nSize of the tree: 239\n','Number of leaves: 112\nSize of the tree: 223\n','Number of leaves: 113\nSize of the tree: 225\n','Number of leaves: 119\nSize of the tree: 237\n','Number of leaves: 124\nSize of the tree: 247\n','Number of leaves: 115\nSize of the tree: 229\n','Number of leaves: 123\nSize of the tree: 245\n','Number of leaves: 116\nSize of the tree: 231\n','Number of leaves: 111\nSize of the tree: 221\n','Number of leaves: 121\nSize of the tree: 241\n','Number of leaves: 125\nSize of the tree: 249\n','Number of leaves: 117\nSize of the tree: 233\n','Number of leaves: 127\nSize of the tree: 253\n','Number of leaves: 128\nSize of the tree: 255\n','Number of leaves: 122\nSize of the tree: 243\n','Number of leaves: 118\nSize of the tree: 235\n','Number of leaves: 126\nSize of the tree: 251\n','Number of leaves: 130\nSize of the tree: 259\n','Number of leaves: 129\nSize of the tree: 257\n','Number of leaves: 57\nSize of the tree: 113\n','Number of leaves: 56\nSize of the tree: 111\n','Number of leaves: 58\nSize of the tree: 115\n','Number of leaves: 50\nSize of the tree: 99\n','Number of leaves: 59\nSize of the tree: 117\n','Number of leaves: 53\nSize of the tree: 105\n','Number of leaves: 62\nSize of the tree: 123\n','Number of leaves: 65\nSize of the tree: 129\n','Number of leaves: 47\nSize of the tree: 93\n','Number of leaves: 61\nSize of the tree: 121\n','Number of leaves: 54\nSize of the tree: 107\n','Number of leaves: 60\nSize of the tree: 119\n','Number of leaves: 49\nSize of the tree: 97\n','Number of leaves: 55\nSize of the tree: 109\n','Number of leaves: 64\nSize of the tree: 127\n','Number of leaves: 52\nSize of the tree: 103\n','Number of leaves: 69\nSize of the tree: 137\n','Number of leaves: 63\nSize of the tree: 125\n','Number of leaves: 51\nSize of the tree: 101\n','Number of leaves: 48\nSize of the tree: 95\n','Number of leaves: 66\nSize of the tree: 131\n','Number of rules: 68\n','Number of rules: 73\n','Number of rules: 78\n','Number of rules: 77\n','Number of rules: 80\n','Number of rules: 81\n','Number of rules: 76\n','Number of rules: 89\n','Number of rules: 72\n','Number of rules: 82\n','Number of rules: 74\n','Number of rules: 83\n','Number of rules: 75\n','Number of rules: 79\n','Number of rules: 69\n','Number of rules: 70\n','Number of rules: 71\n','Number of rules: 84\n','Number of rules: 88\n','Number of rules: 98\n','Number of rules: 95\n','Number of rules: 90\n','Number of rules: 94\n','Number of rules: 106\n','Number of rules: 96\n','Number of rules: 101\n','Number of rules: 99\n','Number of rules: 93\n','Number of rules: 92\n','Number of rules: 100\n','Number of rules: 102\n','Number of rules: 104\n','Number of rules: 103\n','Number of rules: 97\n','Number of rules: 105\n','Number of rules: 86\n','Number of rules: 91\n','Number of rules: 87\n','Number of rules: 48\n','Number of rules: 49\n','Number of rules: 46\n','Number of rules: 44\n','Number of rules: 50\n','Number of rules: 52\n','Number of rules: 45\n','Number of rules: 47\n','Number of rules: 56\n','Number of rules: 59\n','Number of rules: 51\n','Number of rules: 53\n','Number of rules: 40\n','Number of rules: 54\n','Number of rules: 41\n','Number of rules: 57\n','Number of rules: 42\n','Number of rules: 43\n','Number of rules: 55\n','Number of rules: 39\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data
pacman,2,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190227.2036,666,74,53,21,0,71.621622,28.378378,0,0.62382,0.125063,0.306654,41.18495,78.684676,160.103071,10775.820387,-10615.717316,2.163555,145.619194,-143.455639,104.029503,1.405804,4819.344952,1,5,0,0,1,69,0,0,1,1,1,1,1,1,0.716216,0.093465,0.906535,0.283784,0.713352,0.716216,0.7118,0.624231,0.865534,0.703195,0.726719,0.716216,0.04,0.001,0.04,0,40,0,53652,117280,14864,85.135135,31.081081,'Number of leaves: 104\nSize of the tree: 207\n',207,104,104
pacman,2,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190227.2036,666,74,49,25,0,66.216216,33.783784,0,0.556036,0.134339,0.337665,44.239856,86.641793,160.103071,17207.838482,-17047.73541,2.163555,232.538358,-230.374803,98.29749,1.328344,4553.799639,1,5,0,0,1,69,0,0,1,1,1,1,1,1,0.662162,0.106342,0.893658,0.337838,0.66616,0.662162,0.661924,0.556334,0.83277,0.635053,0.68734,0.662162,0.035,0.001,0.03,0,30,0,54136,117280,14864,78.378378,26.486486,'Number of leaves: 105\nSize of the tree: 209\n',209,105,105
pacman,2,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190227.2036,666,74,56,18,0,75.675676,24.324324,0,0.676699,0.107629,0.278622,35.443898,71.491927,160.103071,6481.505371,-6321.402299,2.163555,87.58791,-85.424355,110.887132,1.498475,5137.036362,1,5,0,0,1,69,0,0,1,1,1,1,1,1,0.756757,0.087074,0.912926,0.243243,0.763637,0.756757,0.75436,0.676506,0.914136,0.801499,0.777606,0.756757,0.027,0,0.03,0,30,0,51232,117280,14864,91.891892,31.891892,'Number of leaves: 99\nSize of the tree: 197\n',197,99,99
pacman,2,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190227.2036,666,74,52,22,0,70.27027,29.72973,0,0.608748,0.135533,0.331674,44.633093,85.104599,160.103071,17208.627348,-17048.524276,2.163555,232.549018,-230.385463,97.935214,1.323449,4537.016577,1,5,0.028986,2,0.971014,67,0,0,0.714286,1,0.833333,0.832816,0.985507,0.714286,0.702703,0.08481,0.91519,0.297297,0.694659,0.702703,0.695362,0.612751,0.829104,0.629228,0.676748,0.702703,0.025,0,0.03,0,30,0,52684,117280,14864,77.027027,29.72973,'Number of leaves: 102\nSize of the tree: 203\n',203,102,102
pacman,2,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190227.2036,666,74,52,22,0,70.27027,29.72973,0,0.604566,0.130108,0.321475,42.846519,82.487672,160.103071,10785.161741,-10625.058669,2.163555,145.745429,-143.581874,100.477077,1.357798,4654.772716,1,5,0,0,1,69,0,0,1,1,1,1,1,1,0.702703,0.101433,0.898567,0.297297,0.690192,0.702703,0.690403,0.599087,0.852146,0.655867,0.702263,0.702703,0.033,0.001,0.03,0,30,0,50748,117280,14864,85.135135,32.162162,'Number of leaves: 98\nSize of the tree: 195\n',195,98,98
pacman,2,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190227.2036,666,74,53,21,0,71.621622,28.378378,0,0.62116,0.119287,0.316844,39.21436,81.139895,160.876664,19341.87174,-19180.995076,2.174009,261.376645,-259.202636,106.0269,1.432796,4914.498662,1,5,0,0,1,69,0,0,1,1,1,1,1,1,0.716216,0.105679,0.894321,0.283784,0.741518,0.716216,0.711637,0.62821,0.826836,0.667291,0.739247,0.716216,0.031,0.001,0.03,0,30,0,49780,117280,14864,75.675676,25.945946,'Number of leaves: 96\nSize of the tree: 191\n',191,96,96
pacman,2,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190227.2036,666,74,52,22,0,70.27027,29.72973,0,0.606763,0.12079,0.314469,39.87298,80.907404,158.523474,12915.296357,-12756.772884,2.142209,174.531032,-172.388823,104.152153,1.407462,4819.737021,1,4,0,0,1,70,0,0,1,1,1,1,1,1,0.702703,0.096706,0.903294,0.297297,0.703755,0.702703,0.701626,0.605915,0.864284,0.688083,0.734715,0.702703,0.056,0.002,0.03,0.01,30,10,54136,117280,14864,83.783784,27.567568,'Number of leaves: 105\nSize of the tree: 209\n',209,105,105
pacman,2,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190227.2036,666,74,57,17,0,77.027027,22.972973,0,0.699403,0.106463,0.29253,35.143718,75.263054,158.523474,11837.397911,-11678.874437,2.142209,159.964837,-157.822628,112.792712,1.524226,5219.586861,1,4,0,0,1,70,0,0,1,1,1,1,1,1,0.77027,0.066588,0.933412,0.22973,0.791935,0.77027,0.77226,0.706038,0.87657,0.710937,0.799591,0.77027,0.036,0,0.03,0,30,0,56072,117280,14864,85.135135,27.567568,'Number of leaves: 109\nSize of the tree: 217\n',217,109,109
pacman,3,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190227.2036,666,74,62,12,0,83.783784,16.216216,0,0.784361,0.080663,0.236907,26.602343,60.888029,158.811023,6467.613029,-6308.802005,2.146095,87.400176,-85.254081,122.446662,1.654685,5667.472465,1,4,0,0,1,70,0,0,1,1,1,1,1,1,0.837838,0.05417,0.94583,0.162162,0.834078,0.837838,0.830549,0.784344,0.924433,0.828628,0.837261,0.837838,0.062,0,0.06,0,60,0,48812,117280,14864,91.891892,30,'Number of leaves: 94\nSize of the tree: 187\n',187,94,94
pacman,3,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190227.2036,666,74,49,25,0,66.216216,33.783784,0,0.551406,0.14068,0.330025,46.395642,84.820633,158.811023,13997.652484,-13838.841461,2.146095,189.157466,-187.011371,95.416873,1.289417,4416.39235,1,4,0,0,1,70,0,0,1,1,1,1,1,1,0.662162,0.111899,0.888101,0.337838,0.653755,0.662162,0.655023,0.548544,0.845149,0.671298,0.685129,0.662162,0.034,0.002,0.03,0,30,0,46392,117280,14864,82.432432,30.810811,'Number of leaves: 89\nSize of the tree: 177\n',177,89,89
pacman,3,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190227.2036,666,74,52,22,0,70.27027,29.72973,0,0.612196,0.123713,0.302252,40.800036,77.682742,158.811023,11843.214196,-11684.403173,2.146095,160.043435,-157.89734,104.802617,1.416252,4850.813703,1,4,0,0,1,70,0,0,1,1,1,1,1,1,0.702703,0.081161,0.918839,0.297297,0.731023,0.702703,0.709281,0.627151,0.880417,0.749776,0.731265,0.702703,0.035,0.001,0.03,0,30,0,51232,117280,14864,85.135135,30.27027,'Number of leaves: 99\nSize of the tree: 197\n',197,99,99
pacman,3,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190227.2036,666,74,50,24,0,67.567568,32.432432,0,0.565982,0.138491,0.328245,45.673832,84.363088,158.811023,10784.567653,-10625.756629,2.146095,145.737401,-143.591306,95.251673,1.287185,4408.746039,1,4,0,0,1,70,0,0,1,1,1,1,1,1,0.675676,0.109523,0.890477,0.324324,0.694502,0.675676,0.664446,0.577461,0.852112,0.655602,0.682317,0.675676,0.031,0,0.03,0,30,0,50748,117280,14864,85.135135,31.351351,'Number of leaves: 98\nSize of the tree: 195\n',195,98,98
pacman,3,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190227.2036,666,74,56,18,0,75.675676,24.324324,0,0.684957,0.105985,0.301557,34.902209,77.376838,160.103071,15051.332366,-14891.229295,2.163555,203.396383,-201.232828,112.733576,1.523427,5222.57607,1,5,0,0,1,69,0,0,1,1,1,1,1,1,0.756757,0.059402,0.940598,0.243243,0.795829,0.756757,0.765601,0.705324,0.856089,0.6968,0.773374,0.756757,0.039,0,0.04,0,40,0,54620,117280,14864,81.081081,27.837838,'Number of leaves: 106\nSize of the tree: 211\n',211,106,106
pacman,3,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190227.2036,666,74,54,20,0,72.972973,27.027027,0,0.6392,0.119164,0.305091,39.242497,78.283616,160.103071,12915.780461,-12755.677389,2.163555,174.537574,-172.374019,106.615203,1.440746,4939.131922,1,5,0,0,1,69,0,0,1,1,1,1,1,1,0.72973,0.098936,0.901064,0.27027,0.739506,0.72973,0.726825,0.641155,0.855687,0.693552,0.752774,0.72973,0.03,0,0.03,0,30,0,50264,117280,14864,83.783784,30.810811,'Number of leaves: 97\nSize of the tree: 193\n',193,97,97
pacman,3,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190227.2036,666,74,49,25,0,66.216216,33.783784,0,0.553464,0.138004,0.342142,45.446536,87.79068,160.103071,15070.076073,-14909.973001,2.163555,203.649677,-201.486122,96.195711,1.299942,4456.431116,1,5,0,0,1,69,0,0,1,1,1,1,1,1,0.662162,0.111421,0.888579,0.337838,0.664731,0.662162,0.65635,0.553387,0.83364,0.633152,0.686031,0.662162,0.063,0,0.04,0,40,0,52684,117280,14864,79.72973,27.297297,'Number of leaves: 102\nSize of the tree: 203\n',203,102,102
pacman,3,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190227.2036,666,74,53,21,0,71.621622,28.378378,0,0.626173,0.119522,0.311407,39.397005,79.987954,159.815521,15057.986356,-14898.170835,2.159669,203.486302,-201.326633,108.604307,1.467626,5030.267494,1,5,0,0,1,69,0,0,1,1,1,1,1,1,0.716216,0.097601,0.902399,0.283784,0.716145,0.716216,0.712695,0.617427,0.843204,0.658127,0.754057,0.716216,0.042,0.001,0.04,0,40,0,51716,117280,14864,81.081081,28.648649,'Number of leaves: 100\nSize of the tree: 199\n',199,100,100
pacman,3,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190227.2036,666,74,55,19,0,74.324324,25.675676,0,0.662425,0.114298,0.297592,37.674815,76.439365,159.815521,11838.379319,-11678.563798,2.159669,159.978099,-157.81843,109.909995,1.48527,5090.743537,1,5,0,0,1,69,0,0,1,1,1,1,1,1,0.743243,0.078329,0.921671,0.256757,0.762623,0.743243,0.741941,0.670298,0.877221,0.699722,0.759461,0.743243,0.03,0.001,0.03,0,30,0,50748,117280,14864,85.135135,28.918919,'Number of leaves: 98\nSize of the tree: 195\n',195,98,98
pacman,3,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190227.2036,666,74,54,20,0,72.972973,27.027027,0,0.642339,0.111262,0.304323,36.57609,77.933407,160.876664,11841.457922,-11680.581258,2.174009,160.019702,-157.845693,108.902174,1.471651,5047.771723,1,5,0,0,1,69,0,0,1,1,1,1,1,1,0.72973,0.090003,0.909997,0.27027,0.721513,0.72973,0.722941,0.640291,0.874267,0.705664,0.738571,0.72973,0.029,0.003,0.03,0.01,30,10,52200,117280,14864,85.135135,27.297297,'Number of leaves: 101\nSize of the tree: 201\n',201,101,101
pacman,4,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190227.2036,666,74,60,14,0,81.081081,18.918919,0,0.747132,0.095769,0.253796,31.537987,65.121855,160.103071,5403.146626,-5243.043555,2.163555,73.015495,-70.85194,116.622552,1.57598,5402.739517,1,5,0,0,1,69,0,0,1,1,1,1,1,1,0.810811,0.064356,0.935644,0.189189,0.802102,0.810811,0.800186,0.750726,0.916981,0.785764,0.795783,0.810811,0.022,0.001,0.02,0,20,0,48328,117280,14864,91.891892,31.621622,'Number of leaves: 93\nSize of the tree: 185\n',185,93,93
pacman,4,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190227.2036,666,74,52,22,0,70.27027,29.72973,0,0.607143,0.126897,0.31565,41.789104,80.992913,160.103071,13988.634285,-13828.531213,2.163555,189.035598,-186.872043,103.839456,1.403236,4810.540694,1,5,0,0,1,69,0,0,1,1,1,1,1,1,0.702703,0.095719,0.904281,0.297297,0.700514,0.702703,0.700901,0.608094,0.85256,0.669485,0.717576,0.702703,0.029,0,0.03,0,30,0,52200,117280,14864,82.432432,29.72973,'Number of leaves: 101\nSize of the tree: 201\n',201,101,101
pacman,4,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190227.2036,666,74,42,32,0,56.756757,43.243243,0,0.434305,0.175511,0.379679,57.798384,97.422216,160.103071,20446.102044,-20285.998973,2.163555,276.298676,-274.135121,79.484901,1.07412,3682.274211,1,5,0,0,1,69,0,0,1,1,1,1,1,1,0.567568,0.129737,0.870263,0.432432,0.574355,0.567568,0.570006,0.43775,0.77115,0.549451,0.603494,0.567568,0.034,0,0.03,0,30,0,46392,117280,14864,74.324324,31.081081,'Number of leaves: 89\nSize of the tree: 177\n',177,89,89
pacman,4,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190227.2036,666,74,54,20,0,72.972973,27.027027,0,0.639903,0.123024,0.302,40.513588,77.490556,160.103071,6496.01684,-6335.913769,2.163555,87.784011,-85.620456,104.880896,1.417309,4858.787194,1,5,0,0,1,69,0,0,1,1,1,1,1,1,0.72973,0.094386,0.905614,0.27027,0.744244,0.72973,0.726199,0.646907,0.888525,0.714036,0.744576,0.72973,0.034,0,0.02,0,20,0,46392,117280,14864,89.189189,34.324324,'Number of leaves: 89\nSize of the tree: 177\n',177,89,89
pacman,4,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190227.2036,666,74,46,28,0,62.162162,37.837838,0,0.495004,0.151859,0.362196,50.009392,92.936275,160.103071,21503.674224,-21343.571153,2.163555,290.590192,-288.426637,89.117662,1.204293,4128.52838,1,5,0,0,1,69,0,0,1,1,1,1,1,1,0.621622,0.127918,0.872082,0.378378,0.610981,0.621622,0.602667,0.494021,0.771925,0.56515,0.61679,0.621622,0.022,0.001,0.02,0,20,0,51716,117280,14864,72.972973,28.378378,'Number of leaves: 100\nSize of the tree: 199\n',199,100,100
pacman,4,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190227.2036,666,74,60,14,0,81.081081,18.918919,0,0.750482,0.090858,0.271363,29.868582,69.492732,160.876664,10761.006324,-10600.12966,2.174009,145.419004,-143.244995,120.375036,1.62669,5579.555324,1,5,0,0,1,69,0,0,1,1,1,1,1,1,0.810811,0.066568,0.933432,0.189189,0.832101,0.810811,0.804421,0.752728,0.88591,0.733126,0.824682,0.810811,0.03,0.001,0.04,0,40,0,53168,117280,14864,83.783784,26.486486,'Number of leaves: 103\nSize of the tree: 205\n',205,103,103
pacman,4,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190227.2036,666,74,54,20,0,72.972973,27.027027,0,0.643803,0.11963,0.309022,39.49024,79.506122,158.523474,13985.138178,-13826.614704,2.142209,188.988354,-186.846145,107.124137,1.447623,4957.268298,1,4,0,0,1,70,0,0,1,1,1,1,1,1,0.72973,0.085409,0.914591,0.27027,0.738224,0.72973,0.732612,0.645239,0.857327,0.662597,0.762892,0.72973,0.035,0.001,0.04,0,40,0,51232,117280,14864,82.432432,28.918919,'Number of leaves: 99\nSize of the tree: 197\n',197,99,99
pacman,4,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190227.2036,666,74,59,15,0,79.72973,20.27027,0,0.73156,0.083444,0.255949,27.544917,65.851392,158.523474,8612.310937,-8453.787464,2.142209,116.38258,-114.240371,120.764845,1.631957,5588.504645,1,4,0,0,1,70,0,0,1,1,1,1,1,1,0.797297,0.064121,0.935879,0.202703,0.795788,0.797297,0.795656,0.732249,0.91805,0.819613,0.80808,0.797297,0.02,0,0.02,0,20,0,55104,117280,14864,89.189189,27.567568,'Number of leaves: 107\nSize of the tree: 213\n',213,107,107
pacman,4,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190227.2036,666,74,50,24,0,67.567568,32.432432,0,0.563851,0.13079,0.323593,43.134098,83.167569,158.811023,12919.090517,-12760.279493,2.146095,174.582304,-172.436209,98.39441,1.329654,4554.208332,1,4,0,0,1,70,0,0,1,1,1,1,1,1,0.675676,0.118878,0.881122,0.324324,0.668506,0.675676,0.66371,0.561828,0.84862,0.639718,0.691564,0.675676,0.019,0,0.02,0,20,0,53652,117280,14864,83.783784,28.648649,'Number of leaves: 104\nSize of the tree: 207\n',207,104,104
pacman,4,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190227.2036,666,74,50,24,0,67.567568,32.432432,0,0.57512,0.13225,0.329183,43.615392,84.604316,158.811023,15063.880279,-14905.069255,2.146095,203.56595,-201.419855,99.164931,1.340067,4589.872087,1,4,0,0,1,70,0,0,1,1,1,1,1,1,0.675676,0.096524,0.903476,0.324324,0.692488,0.675676,0.679883,0.582163,0.843999,0.658943,0.711025,0.675676,0.022,0.001,0.02,0,20,0,51716,117280,14864,81.081081,28.918919,'Number of leaves: 100\nSize of the tree: 199\n',199,100,100
pacman,5,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190227.2036,666,74,59,15,0,79.72973,20.27027,0,0.732401,0.108478,0.284021,35.808682,73.073609,158.523474,11834.26539,-11675.741916,2.142209,159.922505,-157.780296,112.605562,1.521697,5210.92629,1,4,0,0,1,70,0,0,1,1,1,1,1,1,0.797297,0.064121,0.935879,0.202703,0.797748,0.797297,0.791453,0.730385,0.872167,0.695902,0.811434,0.797297,0.023,0,0.02,0,20,0,51232,117280,14864,85.135135,29.72973,'Number of leaves: 99\nSize of the tree: 197\n',197,99,99
pacman,5,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190227.2036,666,74,54,20,0,72.972973,27.027027,0,0.64208,0.121576,0.305734,40.132498,78.660067,158.523474,10776.150513,-10617.627039,2.142209,145.623656,-143.481446,104.391353,1.410694,4830.806226,1,4,0,0,1,70,0,0,1,1,1,1,1,1,0.72973,0.087636,0.912364,0.27027,0.731518,0.72973,0.72984,0.642648,0.871236,0.692025,0.75325,0.72973,0.023,0.001,0.02,0,20,0,53652,117280,14864,86.486486,32.162162,'Number of leaves: 104\nSize of the tree: 207\n',207,104,104
pacman,5,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190227.2036,666,74,52,22,0,70.27027,29.72973,0,0.609405,0.12365,0.318347,40.77907,81.819354,158.811023,11850.589497,-11691.778473,2.146095,160.143101,-157.997006,103.541751,1.399213,4792.454231,1,4,0,0,1,70,0,0,1,1,1,1,1,1,0.702703,0.094495,0.905505,0.297297,0.714932,0.702703,0.703718,0.610635,0.860617,0.675626,0.738441,0.702703,0.019,0,0.02,0,20,0,48812,117280,14864,85.135135,30.540541,'Number of leaves: 94\nSize of the tree: 187\n',187,94,94
pacman,5,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190227.2036,666,74,50,24,0,67.567568,32.432432,0,0.574713,0.12964,0.322514,42.75452,82.890152,158.811023,11853.518474,-11694.70745,2.146095,160.182682,-158.036587,100.321201,1.355692,4643.390317,1,4,0,0,1,70,0,0,1,1,1,1,1,1,0.675676,0.091948,0.908052,0.324324,0.690637,0.675676,0.679671,0.586186,0.863973,0.682845,0.698649,0.675676,0.043,0,0.03,0,30,0,50264,117280,14864,83.783784,30.27027,'Number of leaves: 97\nSize of the tree: 193\n',193,97,97
pacman,5,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190227.2036,666,74,51,23,0,68.918919,31.081081,0,0.587594,0.131628,0.319077,43.347121,81.87221,160.103071,12919.207943,-12759.104872,2.163555,174.583891,-172.420336,101.100815,1.366227,4683.66848,1,5,0,0,1,69,0,0,1,1,1,1,1,1,0.689189,0.104586,0.895414,0.310811,0.685141,0.689189,0.684598,0.586101,0.847872,0.648642,0.704583,0.689189,0.025,0,0.02,0,20,0,55588,117280,14864,83.783784,30.27027,'Number of leaves: 108\nSize of the tree: 215\n',215,108,108
