@relation InstanceResultListener

@attribute Key_Dataset {pacman,'pacman-weka.filters.unsupervised.attribute.Remove-R1-2,16-17',pacman-weka.filters.unsupervised.attribute.Remove-R3-15}
@attribute Key_Run {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Fold {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Scheme {weka.classifiers.trees.J48,weka.classifiers.lazy.IBk,weka.classifiers.rules.PART,weka.classifiers.rules.ZeroR,weka.classifiers.bayes.NaiveBayes}
@attribute Key_Scheme_options {'-C 0.25 -M 2','-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"','-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"','-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"','-M 2 -C 0.25 -Q 1',''}
@attribute Key_Scheme_version_ID {-217733168393644444,-3080186098777067172,8121455039782598361,48055541465867954,5995231201785697655}
@attribute Date_time numeric
@attribute Number_of_training_instances numeric
@attribute Number_of_testing_instances numeric
@attribute Number_correct numeric
@attribute Number_incorrect numeric
@attribute Number_unclassified numeric
@attribute Percent_correct numeric
@attribute Percent_incorrect numeric
@attribute Percent_unclassified numeric
@attribute Kappa_statistic numeric
@attribute Mean_absolute_error numeric
@attribute Root_mean_squared_error numeric
@attribute Relative_absolute_error numeric
@attribute Root_relative_squared_error numeric
@attribute SF_prior_entropy numeric
@attribute SF_scheme_entropy numeric
@attribute SF_entropy_gain numeric
@attribute SF_mean_prior_entropy numeric
@attribute SF_mean_scheme_entropy numeric
@attribute SF_mean_entropy_gain numeric
@attribute KB_information numeric
@attribute KB_mean_information numeric
@attribute KB_relative_information numeric
@attribute True_positive_rate numeric
@attribute Num_true_positives numeric
@attribute False_positive_rate numeric
@attribute Num_false_positives numeric
@attribute True_negative_rate numeric
@attribute Num_true_negatives numeric
@attribute False_negative_rate numeric
@attribute Num_false_negatives numeric
@attribute IR_precision numeric
@attribute IR_recall numeric
@attribute F_measure numeric
@attribute Matthews_correlation numeric
@attribute Area_under_ROC numeric
@attribute Area_under_PRC numeric
@attribute Weighted_avg_true_positive_rate numeric
@attribute Weighted_avg_false_positive_rate numeric
@attribute Weighted_avg_true_negative_rate numeric
@attribute Weighted_avg_false_negative_rate numeric
@attribute Weighted_avg_IR_precision numeric
@attribute Weighted_avg_IR_recall numeric
@attribute Weighted_avg_F_measure numeric
@attribute Weighted_avg_matthews_correlation numeric
@attribute Weighted_avg_area_under_ROC numeric
@attribute Weighted_avg_area_under_PRC numeric
@attribute Unweighted_macro_avg_F_measure numeric
@attribute Unweighted_micro_avg_F_measure numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 90\nSize of the tree: 179\n','Number of leaves: 97\nSize of the tree: 193\n','Number of leaves: 102\nSize of the tree: 203\n','Number of leaves: 104\nSize of the tree: 207\n','Number of leaves: 108\nSize of the tree: 215\n','Number of leaves: 98\nSize of the tree: 195\n','Number of leaves: 107\nSize of the tree: 213\n','Number of leaves: 101\nSize of the tree: 201\n','Number of leaves: 105\nSize of the tree: 209\n','Number of leaves: 99\nSize of the tree: 197\n','Number of leaves: 96\nSize of the tree: 191\n','Number of leaves: 109\nSize of the tree: 217\n','Number of leaves: 94\nSize of the tree: 187\n','Number of leaves: 89\nSize of the tree: 177\n','Number of leaves: 106\nSize of the tree: 211\n','Number of leaves: 100\nSize of the tree: 199\n','Number of leaves: 93\nSize of the tree: 185\n','Number of leaves: 103\nSize of the tree: 205\n','Number of leaves: 95\nSize of the tree: 189\n','Number of leaves: 92\nSize of the tree: 183\n','Number of leaves: 110\nSize of the tree: 219\n','Number of leaves: 114\nSize of the tree: 227\n','Number of leaves: 120\nSize of the tree: 239\n','Number of leaves: 112\nSize of the tree: 223\n','Number of leaves: 113\nSize of the tree: 225\n','Number of leaves: 119\nSize of the tree: 237\n','Number of leaves: 124\nSize of the tree: 247\n','Number of leaves: 115\nSize of the tree: 229\n','Number of leaves: 123\nSize of the tree: 245\n','Number of leaves: 116\nSize of the tree: 231\n','Number of leaves: 111\nSize of the tree: 221\n','Number of leaves: 121\nSize of the tree: 241\n','Number of leaves: 125\nSize of the tree: 249\n','Number of leaves: 117\nSize of the tree: 233\n','Number of leaves: 127\nSize of the tree: 253\n','Number of leaves: 128\nSize of the tree: 255\n','Number of leaves: 122\nSize of the tree: 243\n','Number of leaves: 118\nSize of the tree: 235\n','Number of leaves: 126\nSize of the tree: 251\n','Number of leaves: 130\nSize of the tree: 259\n','Number of leaves: 129\nSize of the tree: 257\n','Number of leaves: 57\nSize of the tree: 113\n','Number of leaves: 56\nSize of the tree: 111\n','Number of leaves: 58\nSize of the tree: 115\n','Number of leaves: 50\nSize of the tree: 99\n','Number of leaves: 59\nSize of the tree: 117\n','Number of leaves: 53\nSize of the tree: 105\n','Number of leaves: 62\nSize of the tree: 123\n','Number of leaves: 65\nSize of the tree: 129\n','Number of leaves: 47\nSize of the tree: 93\n','Number of leaves: 61\nSize of the tree: 121\n','Number of leaves: 54\nSize of the tree: 107\n','Number of leaves: 60\nSize of the tree: 119\n','Number of leaves: 49\nSize of the tree: 97\n','Number of leaves: 55\nSize of the tree: 109\n','Number of leaves: 64\nSize of the tree: 127\n','Number of leaves: 52\nSize of the tree: 103\n','Number of leaves: 69\nSize of the tree: 137\n','Number of leaves: 63\nSize of the tree: 125\n','Number of leaves: 51\nSize of the tree: 101\n','Number of leaves: 48\nSize of the tree: 95\n','Number of leaves: 66\nSize of the tree: 131\n','Number of rules: 68\n','Number of rules: 73\n','Number of rules: 78\n','Number of rules: 77\n','Number of rules: 80\n','Number of rules: 81\n','Number of rules: 76\n','Number of rules: 89\n','Number of rules: 72\n','Number of rules: 82\n','Number of rules: 74\n','Number of rules: 83\n','Number of rules: 75\n','Number of rules: 79\n','Number of rules: 69\n','Number of rules: 70\n','Number of rules: 71\n','Number of rules: 84\n','Number of rules: 88\n','Number of rules: 98\n','Number of rules: 95\n','Number of rules: 90\n','Number of rules: 94\n','Number of rules: 106\n','Number of rules: 96\n','Number of rules: 101\n','Number of rules: 99\n','Number of rules: 93\n','Number of rules: 92\n','Number of rules: 100\n','Number of rules: 102\n','Number of rules: 104\n','Number of rules: 103\n','Number of rules: 97\n','Number of rules: 105\n','Number of rules: 86\n','Number of rules: 91\n','Number of rules: 87\n','Number of rules: 48\n','Number of rules: 49\n','Number of rules: 46\n','Number of rules: 44\n','Number of rules: 50\n','Number of rules: 52\n','Number of rules: 45\n','Number of rules: 47\n','Number of rules: 56\n','Number of rules: 59\n','Number of rules: 51\n','Number of rules: 53\n','Number of rules: 40\n','Number of rules: 54\n','Number of rules: 41\n','Number of rules: 57\n','Number of rules: 42\n','Number of rules: 43\n','Number of rules: 55\n','Number of rules: 39\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data
pacman-weka.filters.unsupervised.attribute.Remove-R3-15,5,3,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190227.2036,666,74,43,31,0,58.108108,41.891892,0,0.442121,0.175049,0.338922,57.730302,87.10724,158.811023,193.321856,-34.510832,2.146095,2.612458,-0.466363,81.695332,1.103991,3781.287617,1,4,0,0,1,70,0,0,1,1,1,1,1,1,0.581081,0.13641,0.86359,0.418919,0.566323,0.581081,0.571611,0.44224,0.836954,0.662565,0.598307,0.581081,0.001,0.003,0.01,0,10,0,49307,47350,6502,82.432432,37.027027,?,?,?,?
pacman-weka.filters.unsupervised.attribute.Remove-R3-15,5,4,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190227.2036,666,74,47,27,0,63.513514,36.486486,0,0.516691,0.150152,0.296651,49.519604,76.243229,158.811023,110.867583,47.94344,2.146095,1.498211,0.647884,94.453428,1.276398,4371.799066,1,4,0,0,1,70,0,0,1,1,1,1,1,1,0.635135,0.127632,0.872368,0.364865,0.635301,0.635135,0.634951,0.508863,0.886849,0.744977,0.688776,0.635135,0.001,0.006,0.01,0,10,0,49307,47350,6502,93.243243,38.108108,?,?,?,?
pacman-weka.filters.unsupervised.attribute.Remove-R3-15,5,5,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190227.2036,666,74,48,26,0,64.864865,35.135135,0,0.535153,0.144458,0.285557,47.571959,73.271352,160.103071,91.698609,68.404462,2.163555,1.23917,0.924385,99.488707,1.344442,4608.984818,1,5,0,0,1,69,0,0,1,1,1,1,1,1,0.648649,0.123622,0.876378,0.351351,0.648059,0.648649,0.647816,0.526986,0.904798,0.768474,0.690246,0.648649,0.001,0.004,0,0.01,0,10,49299,47350,6502,95.945946,38.648649,?,?,?,?
pacman-weka.filters.unsupervised.attribute.Remove-R3-15,5,6,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190227.2037,666,74,43,31,0,58.108108,41.891892,0,0.444418,0.171003,0.319236,56.313702,81.913083,160.103071,135.320936,24.782135,2.163555,1.828661,0.334894,84.427474,1.140912,3911.247362,1,5,0,0,1,69,0,0,1,1,1,1,1,1,0.581081,0.138753,0.861247,0.418919,0.577889,0.581081,0.570605,0.444364,0.854665,0.710139,0.601387,0.581081,0,0.006,0,0.01,0,10,49299,47350,6502,91.891892,40.540541,?,?,?,?
pacman-weka.filters.unsupervised.attribute.Remove-R3-15,5,7,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190227.2037,666,74,43,31,0,58.108108,41.891892,0,0.449484,0.164811,0.330178,54.274609,84.720821,160.103071,174.817053,-14.713981,2.163555,2.362393,-0.198838,89.130853,1.204471,4129.139457,1,5,0,0,1,69,0,0,1,1,1,1,1,1,0.581081,0.14415,0.85585,0.418919,0.578888,0.581081,0.57974,0.434924,0.830774,0.669725,0.643076,0.581081,0.001,0.007,0,0.01,0,10,49299,47350,6502,85.135135,35.405405,?,?,?,?
pacman-weka.filters.unsupervised.attribute.Remove-R3-15,5,8,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190227.2037,666,74,44,30,0,59.459459,40.540541,0,0.467498,0.177686,0.33757,58.514402,86.617336,160.103071,181.672188,-21.569117,2.163555,2.45503,-0.291475,79.836708,1.078874,3698.572273,1,5,0,0,1,69,0,0,1,1,1,1,1,1,0.594595,0.123378,0.876622,0.405405,0.604338,0.594595,0.59803,0.474575,0.81813,0.646405,0.617231,0.594595,0,0.005,0,0,0,0,49299,47350,6502,85.135135,39.459459,?,?,?,?
pacman-weka.filters.unsupervised.attribute.Remove-R3-15,5,9,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190227.2037,666,74,50,24,0,67.567568,32.432432,0,0.573999,0.138164,0.273482,45.499342,70.172983,160.103071,85.7991,74.303971,2.163555,1.159447,1.004108,102.361602,1.383265,4742.076602,1,5,0,0,1,69,0,0,1,1,1,1,1,1,0.675676,0.109274,0.890726,0.324324,0.714125,0.675676,0.674642,0.580411,0.920192,0.790974,0.715586,0.675676,0,0.004,0,0,0,0,49299,47350,6502,95.945946,39.72973,?,?,?,?
pacman-weka.filters.unsupervised.attribute.Remove-R3-15,5,10,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190227.2037,666,74,47,27,0,63.513514,36.486486,0,0.516574,0.164952,0.321181,54.225971,82.250588,160.876664,159.967722,0.908942,2.174009,2.161726,0.012283,90.549502,1.223642,4197.099093,1,5,0,0,1,69,0,0,1,1,1,1,1,1,0.635135,0.133825,0.866175,0.364865,0.640632,0.635135,0.634072,0.508174,0.857669,0.72046,0.684192,0.635135,0,0.004,0,0,0,0,49299,47350,6502,86.486486,37.027027,?,?,?,?
pacman-weka.filters.unsupervised.attribute.Remove-R3-15,6,1,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190227.2037,666,74,43,31,0,58.108108,41.891892,0,0.451852,0.167714,0.320109,55.13392,81.976091,160.876664,130.673903,30.202761,2.174009,1.765864,0.408145,88.159547,1.191345,4086.321269,1,5,0,0,1,69,0,0,1,1,1,1,1,1,0.581081,0.128461,0.871539,0.418919,0.579459,0.581081,0.573901,0.450468,0.861536,0.67388,0.610397,0.581081,0.001,0.005,0,0,0,0,49035,47350,6502,91.891892,39.72973,?,?,?,?
pacman-weka.filters.unsupervised.attribute.Remove-R3-15,6,2,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190227.2037,666,74,39,35,0,52.702703,47.297297,0,0.371664,0.17128,0.324288,56.404824,83.209371,160.103071,122.880665,37.222407,2.163555,1.66055,0.503005,85.30103,1.152717,3951.716356,1,5,0,0,1,69,0,0,1,1,1,1,1,1,0.527027,0.166498,0.833502,0.472973,0.531659,0.527027,0.524828,0.365994,0.85525,0.660734,0.578844,0.527027,0,0.006,0,0,0,0,48995,47350,6502,93.243243,39.72973,?,?,?,?
pacman-weka.filters.unsupervised.attribute.Remove-R3-15,6,3,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190227.2037,666,74,47,27,0,63.513514,36.486486,0,0.521666,0.148718,0.296078,48.974989,75.970886,160.103071,110.77943,49.323641,2.163555,1.497019,0.666536,96.480354,1.303789,4469.617699,1,5,0,0,1,69,0,0,1,1,1,1,1,1,0.635135,0.109738,0.890262,0.364865,0.651673,0.635135,0.636574,0.52992,0.904846,0.75939,0.659178,0.635135,0.001,0.005,0.01,0,10,0,48995,47350,6502,93.243243,38.378378,?,?,?,?
pacman-weka.filters.unsupervised.attribute.Remove-R3-15,6,4,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190227.2037,666,74,48,26,0,64.864865,35.135135,0,0.536609,0.165659,0.324519,54.553915,83.268684,160.103071,164.254821,-4.15175,2.163555,2.21966,-0.056105,86.977885,1.175377,4029.39955,1,5,0,0,1,69,0,0,1,1,1,1,1,1,0.648649,0.119019,0.880981,0.351351,0.657284,0.648649,0.649843,0.534493,0.848679,0.71289,0.68614,0.648649,0.001,0.004,0,0.01,0,10,49027,47350,6502,86.486486,37.837838,?,?,?,?
pacman-weka.filters.unsupervised.attribute.Remove-R3-15,6,5,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190227.2037,666,74,39,35,0,52.702703,47.297297,0,0.375753,0.173296,0.338444,57.068985,86.841681,160.103071,160.928358,-0.825287,2.163555,2.174708,-0.011153,85.408083,1.154163,3956.675778,1,5,0,0,1,69,0,0,1,1,1,1,1,1,0.527027,0.159302,0.840698,0.472973,0.514251,0.527027,0.519065,0.363533,0.824522,0.634914,0.57662,0.527027,0,0.005,0,0.01,0,10,48995,47350,6502,87.837838,36.756757,?,?,?,?
pacman-weka.filters.unsupervised.attribute.Remove-R3-15,6,6,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190227.2037,666,74,48,26,0,64.864865,35.135135,0,0.536609,0.14963,0.303844,49.275328,77.963597,160.103071,121.46091,38.642161,2.163555,1.641364,0.522191,94.958828,1.283227,4399.130406,1,5,0,0,1,69,0,0,1,1,1,1,1,1,0.648649,0.120977,0.879023,0.351351,0.647956,0.648649,0.648038,0.528067,0.881668,0.736766,0.689195,0.648649,0,0.004,0,0.01,0,10,49011,47350,6502,91.891892,37.027027,?,?,?,?
pacman-weka.filters.unsupervised.attribute.Remove-R3-15,6,7,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190227.2037,666,74,49,25,0,66.216216,33.783784,0,0.546791,0.140595,0.280135,46.367572,71.998227,158.811023,87.589253,71.22177,2.146095,1.183639,0.962456,98.9312,1.336908,4579.0538,1,4,0,0,1,70,0,0,1,1,1,1,1,1,0.662162,0.126846,0.873154,0.337838,0.66404,0.662162,0.657535,0.543586,0.918953,0.80841,0.69872,0.662162,0.001,0.002,0,0,0,0,49003,47350,6502,95.945946,38.918919,?,?,?,?
pacman-weka.filters.unsupervised.attribute.Remove-R3-15,6,8,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190227.2037,666,74,47,27,0,63.513514,36.486486,0,0.511969,0.163085,0.311168,53.784641,79.974142,158.811023,115.572122,43.238902,2.146095,1.561785,0.584309,88.692553,1.198548,4105.155607,1,4,0,0,1,70,0,0,1,1,1,1,1,1,0.635135,0.128576,0.871424,0.364865,0.633582,0.635135,0.627264,0.512058,0.878716,0.714084,0.665291,0.635135,0,0.004,0,0,0,0,49003,47350,6502,93.243243,39.72973,?,?,?,?
pacman-weka.filters.unsupervised.attribute.Remove-R3-15,6,9,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190227.2037,666,74,47,27,0,63.513514,36.486486,0,0.512088,0.151454,0.304964,49.995267,78.462087,158.523474,141.253576,17.269898,2.142209,1.908832,0.233377,91.734337,1.239653,4245.091126,1,4,0,0,1,70,0,0,1,1,1,1,1,1,0.635135,0.123251,0.876749,0.364865,0.631577,0.635135,0.629326,0.514738,0.864855,0.717565,0.657876,0.635135,0,0.003,0,0,0,0,49035,47350,6502,89.189189,37.837838,?,?,?,?
pacman-weka.filters.unsupervised.attribute.Remove-R3-15,6,10,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190227.2037,666,74,41,33,0,55.405405,44.594595,0,0.410714,0.176565,0.3229,58.284443,83.076607,158.523474,135.53302,22.990454,2.142209,1.831527,0.310682,80.97639,1.094276,3747.257179,1,4,0,0,1,70,0,0,1,1,1,1,1,1,0.554054,0.151782,0.848218,0.445946,0.559795,0.554054,0.550103,0.402703,0.840863,0.667042,0.612038,0.554054,0,0.003,0,0,0,0,49003,47350,6502,91.891892,43.243243,?,?,?,?
pacman-weka.filters.unsupervised.attribute.Remove-R3-15,7,1,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190227.2037,666,74,45,29,0,60.810811,39.189189,0,0.476585,0.157593,0.304467,51.973451,78.251986,158.811023,123.799879,35.011144,2.146095,1.672971,0.473124,90.766696,1.226577,4201.157822,1,4,0,0,1,70,0,0,1,1,1,1,1,1,0.608108,0.142087,0.857913,0.391892,0.606821,0.608108,0.604895,0.47075,0.869458,0.721409,0.654755,0.608108,0,0.002,0,0,0,0,49307,47350,6502,91.891892,38.108108,?,?,?,?
pacman-weka.filters.unsupervised.attribute.Remove-R3-15,7,2,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190227.2037,666,74,48,26,0,64.864865,35.135135,0,0.534591,0.147867,0.293756,48.765879,75.498954,158.811023,124.63521,34.175813,2.146095,1.68426,0.461835,97.870695,1.322577,4529.96809,1,4,0,0,1,70,0,0,1,1,1,1,1,1,0.648649,0.120775,0.879225,0.351351,0.6425,0.648649,0.643105,0.526165,0.892156,0.763935,0.691282,0.648649,0.001,0.002,0,0,0,0,49307,47350,6502,90.540541,37.027027,?,?,?,?
pacman-weka.filters.unsupervised.attribute.Remove-R3-15,7,3,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190227.2037,666,74,51,23,0,68.918919,31.081081,0,0.588889,0.141361,0.297956,46.62013,76.578449,158.811023,133.220796,25.590227,2.146095,1.800281,0.345814,99.719894,1.347566,4615.558664,1,4,0,0,1,70,0,0,1,1,1,1,1,1,0.689189,0.10226,0.89774,0.310811,0.687454,0.689189,0.688107,0.586807,0.882059,0.724089,0.721036,0.689189,0,0.002,0,0,0,0,49307,47350,6502,89.189189,35.135135,?,?,?,?
pacman-weka.filters.unsupervised.attribute.Remove-R3-15,7,4,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190227.2037,666,74,48,26,0,64.864865,35.135135,0,0.537055,0.150413,0.295794,49.60554,76.022815,158.811023,100.178188,58.632836,2.146095,1.353759,0.792336,95.474065,1.29019,4419.039499,1,4,0,0,1,70,0,0,1,1,1,1,1,1,0.648649,0.114109,0.885891,0.351351,0.651167,0.648649,0.64802,0.534239,0.899027,0.734545,0.689535,0.648649,0,0.003,0,0.01,0,10,49307,47350,6502,94.594595,37.567568,?,?,?,?
pacman-weka.filters.unsupervised.attribute.Remove-R3-15,7,5,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190227.2037,666,74,48,26,0,64.864865,35.135135,0,0.531873,0.160796,0.311015,52.859898,79.647125,160.876664,137.176632,23.700032,2.174009,1.853738,0.320271,90.897065,1.228339,4213.209153,1,5,0,0,1,69,0,0,1,1,1,1,1,1,0.648649,0.128619,0.871381,0.351351,0.651351,0.648649,0.643257,0.529322,0.862754,0.710643,0.682288,0.648649,0,0.003,0,0,0,0,49299,47350,6502,90.540541,39.459459,?,?,?,?
pacman-weka.filters.unsupervised.attribute.Remove-R3-15,7,6,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190227.2037,666,74,41,33,0,55.405405,44.594595,0,0.413967,0.175707,0.336935,57.916743,86.544951,159.815521,144.271205,15.544316,2.159669,1.949611,0.210058,83.264868,1.125201,3856.610942,1,5,0,0,1,69,0,0,1,1,1,1,1,1,0.554054,0.148117,0.851883,0.445946,0.555443,0.554054,0.554326,0.404391,0.841577,0.656541,0.609835,0.554054,0,0.003,0,0,0,0,49299,47350,6502,90.540541,38.108108,?,?,?,?
pacman-weka.filters.unsupervised.attribute.Remove-R3-15,7,7,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190227.2037,666,74,43,31,0,58.108108,41.891892,0,0.444283,0.172735,0.324534,56.937068,83.359612,159.815521,148.230535,11.584987,2.159669,2.003115,0.156554,85.92862,1.161198,3979.988955,1,5,0,0,1,69,0,0,1,1,1,1,1,1,0.581081,0.150799,0.849201,0.418919,0.577854,0.581081,0.577723,0.43122,0.844583,0.670505,0.634802,0.581081,0.001,0.002,0,0,0,0,49299,47350,6502,89.189189,39.72973,?,?,?,?
pacman-weka.filters.unsupervised.attribute.Remove-R3-15,7,8,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190227.2037,666,74,45,29,0,60.810811,39.189189,0,0.487094,0.162922,0.315315,53.652489,80.90699,160.103071,144.296859,15.806213,2.163555,1.949958,0.213597,88.831465,1.200425,4115.269807,1,5,0,0,1,69,0,0,1,1,1,1,1,1,0.608108,0.121706,0.878294,0.391892,0.624615,0.608108,0.612243,0.490818,0.867624,0.716132,0.645142,0.608108,0,0.003,0,0,0,0,49299,47350,6502,89.189189,39.189189,?,?,?,?
pacman-weka.filters.unsupervised.attribute.Remove-R3-15,7,9,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190227.2037,666,74,39,35,0,52.702703,47.297297,0,0.372121,0.17658,0.330846,58.150428,84.892028,160.103071,159.314727,0.788344,2.163555,2.152902,0.010653,81.212735,1.097469,3762.319084,1,5,0,0,1,69,0,0,1,1,1,1,1,1,0.527027,0.152635,0.847365,0.472973,0.509819,0.527027,0.516633,0.370572,0.843898,0.648468,0.542142,0.527027,0.001,0.004,0,0,0,0,49299,47350,6502,87.837838,39.459459,?,?,?,?
pacman-weka.filters.unsupervised.attribute.Remove-R3-15,7,10,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20190227.2037,666,74,43,31,0,58.108108,41.891892,0,0.435531,0.167322,0.313628,55.101431,80.474021,160.103071,140.013267,20.089805,2.163555,1.892071,0.271484,87.155487,1.177777,4037.627264,1,5,0,0,1,69,0,0,1,1,1,1,1,1,0.581081,0.158012,0.841988,0.418919,0.581239,0.581081,0.567937,0.432296,0.859353,0.697045,0.605534,0.581081,0,0.004,0,0,0,0,49299,47350,6502,90.540541,41.621622,?,?,?,?
